"","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"98","Første akt",1,"Barselsstuen Komedie",21,"Scene 6",6,NA,NA,NA,"(Jeronimus går)","Barselsstuen",1,"(1724)"
"99","Første akt",1,"Barselsstuen Komedie",1,"Scene 7",7,"En pige","(kommer ind)",NA,NA,"Barselsstuen",3,"(1724)"
"100","Første akt",1,"Barselsstuen Komedie",2,"Scene 7",7,"En pige",NA,"Fatter, jordemoren er inde. Mutter siger hun skal have 6 rigsdaler for sin opvartning.",NA,"Barselsstuen",4,"(1724)"
"101","Første akt",1,"Barselsstuen Komedie",3,"Scene 7",7,"Corfitz",NA,"Når jeg ser en af jer, I piger, er det ligesom jeg så fanden, thi I kommer aldrig uden I vil have penge.",NA,"Barselsstuen",4,"(1724)"
"102","Første akt",1,"Barselsstuen Komedie",4,"Scene 7",7,"Pigen",NA,"Jeg ved jo at jordemoren må betales. Vi får hende min tro ikke ellers en anden gang. Det er den slags folk man altid trænger til, thi jeg håber fatter inden år og dag får et barn igen.",NA,"Barselsstuen",4,"(1724)"
"103","Første akt",1,"Barselsstuen Komedie",5,"Scene 7",7,"Corfitz",NA,"Siger du det? Jeg håber der bli’r intet af, thi en mand på 70 år kan ikke skaffe sin kone børn hvert år.",NA,"Barselsstuen",4,"(1724)"
"104","Første akt",1,"Barselsstuen Komedie",6,"Scene 7",7,"Troels",NA,"Ej, det vil ikke sige! Thi om fatter var hundrede år gammel, kunne han derfor få børn hvert år, thi derpå har man adskillige eksempler. Jeg kender en mand i Ålborg på 104 år der fik tvillinger, thi konen var kun 18 år gammel, og når konen er så ung, kan det altid gå an uden hekseri, thi ...",NA,"Barselsstuen",4,"(1724)"
"105","Første akt",1,"Barselsstuen Komedie",7,"Scene 7",7,"Corfitz",NA,"Hvem taler til dig, din næsvise slyngel? Vil du holde din mund når ingen spør’ dig om noget!",NA,"Barselsstuen",4,"(1724)"
"106","Første akt",1,"Barselsstuen Komedie",8,"Scene 7",7,"Pigen",NA,"Ak, fatter, lad os få de 6 rigsdaler, thi jordemoren kan ikke bie længere. Jeg skulle også tilligemed have penge til noget andet.",NA,"Barselsstuen",4,"(1724)"
"107","Første akt",1,"Barselsstuen Komedie",9,"Scene 7",7,"Corfitz",NA,"Hej så! Man må blive gal i hovedet over sådant folk.",NA,"Barselsstuen",4,"(1724)"
"108","Første akt",1,"Barselsstuen Komedie",10,"Scene 7",7,"Pigen",NA,"Det er kun nogle små sager.",NA,"Barselsstuen",4,"(1724)"
"109","Første akt",1,"Barselsstuen Komedie",11,"Scene 7",7,"Corfitz",NA,"Hvad er det da?",NA,"Barselsstuen",4,"(1724)"
"110","Første akt",1,"Barselsstuen Komedie",12,"Scene 7",7,"Pigen",NA,"Et pund kaffebønner.",NA,"Barselsstuen",4,"(1724)"
"111","Første akt",1,"Barselsstuen Komedie",13,"Scene 7",7,"Corfitz",NA,"Ret så! Der har vi alt 7 rigsdaler på ét bræt.",NA,"Barselsstuen",4,"(1724)"
"112","Første akt",1,"Barselsstuen Komedie",14,"Scene 7",7,"Pigen",NA,"Lejekusken skal også have 2 mark som bragte jordemoren hid.",NA,"Barselsstuen",4,"(1724)"
"113","Første akt",1,"Barselsstuen Komedie",15,"Scene 7",7,"Corfitz",NA,"Kan den mær óg ikke gå til fods? Så gør jeg. Var det endda en af de fornemme jordemødre, så ville jeg aldrig fortryde derpå. Så kom hid, jeg skal tælle dig 7 rigsdaler og 2 mark, og lad mig så være i ro.",NA,"Barselsstuen",4,"(1724)"
"114","Første akt",1,"Barselsstuen Komedie",16,"Scene 7",7,"Pigen",NA,"Jeg skulle óg have penge til en top sukker, thi her er ikke mere fint sukker i huset.",NA,"Barselsstuen",4,"(1724)"
"115","Første akt",1,"Barselsstuen Komedie",17,"Scene 7",7,"Corfitz",NA,"Er nu alt det fine sukker til ende? Ak, herre jeh! Det er jo at ødelægge en stakkels mand på en gang. Jeg gi’r ingen penge til mere sukker. De kan bruge det brune sukker, det er godt nok.",NA,"Barselsstuen",4,"(1724)"
"116","Første akt",1,"Barselsstuen Komedie",18,"Scene 7",7,"Pigen",NA,"Ej, fatter, man kan jo ikke bruge brunt sukker til kaffe når der er slige fremmede.",NA,"Barselsstuen",4,"(1724)"
"117","Første akt",1,"Barselsstuen Komedie",19,"Scene 7",7,"Corfitz",NA,"Hvad er de for fremmede?",NA,"Barselsstuen",4,"(1724)"
"118","Første akt",1,"Barselsstuen Komedie",20,"Scene 7",7,"Pigen",NA,"Der er Marte Jacob Smørblomsts og Engelke Jesper Oldfuxes.",NA,"Barselsstuen",4,"(1724)"
"119","Første akt",1,"Barselsstuen Komedie",21,"Scene 7",7,"Corfitz",NA,"Det er jo nogle fede kvinder at gøre væsen af. Så, der har du 8 rigsdaler, og løb så pokker i vold.",NA,"Barselsstuen",4,"(1724)"
"120","Første akt",1,"Barselsstuen Komedie",22,"Scene 7",7,"Pigen",NA,"Ane Signekælling skal også have 4 mark, som målte barnet for morsot.",NA,"Barselsstuen",4,"(1724)"
"121","Første akt",1,"Barselsstuen Komedie",23,"Scene 7",7,"Corfitz",NA,"Hun skal have 4 ulykker, ikke 4 mark. Havde jeg vidst det, hun skulle aldrig have kommet i mit hus; thi signen og målen er forbudt i loven.",NA,"Barselsstuen",4,"(1724)"
"122","Første akt",1,"Barselsstuen Komedie",24,"Scene 7",7,"Pigen",NA,"Det måtte være ti gange forbudt, så hjalp det dog denne gang barnet, tilmed er det nu gjort. Mutter vil ingen nødigere være skyldig end den kælling, thi hun går og sladrer på fornemme steder iblandt ...",NA,"Barselsstuen",4,"(1724)"
"123","Første akt",1,"Barselsstuen Komedie",25,"Scene 7",7,"Corfitz",NA,"Jeg ser nok at denne tut penge vil gå pokker i vold i dag. Er der noget mere, så sig frem, thi nu er jeg despurat.",NA,"Barselsstuen",4,"(1724)"
"124","Første akt",1,"Barselsstuen Komedie",26,"Scene 7",7,"Pigen",NA,"Ikke uden for 12 skilling i gyldenvand, som er brugt i dag til kaffen; 4 skilling i brændevin til ammen, som fik ondt; 2 mark i sukkerbrød; 1 mark til æbler og nødder; 20 skilling til hovedvandsflaske når mutter får ondt; 4 skilling i salve til ammen, som har ondt i sine bryster; 8 skilling i røgelse når barnet begår noget i selskab; 4 mark til en barber som årelod mutter på foden; 4 mark til en barbersvend som årelod ammen på et andet sted; 3 skilling til ...",NA,"Barselsstuen",4,"(1724)"
"125","Første akt",1,"Barselsstuen Komedie",27,"Scene 7",7,"Corfitz","(tager hende i munden)",NA,NA,"Barselsstuen",3,"(1724)"
"126","Første akt",1,"Barselsstuen Komedie",28,"Scene 7",7,"Corfitz",NA,"Aaah! Holdt! Den pige er skinbarligt besat. Se, der har du den hele tut, løb til pokkers dermed!",NA,"Barselsstuen",4,"(1724)"
"127","Første akt",1,"Barselsstuen Komedie",29,"Scene 7",7,"Corfitz",NA,NA,"(Hun går sin vej)","Barselsstuen",2,"(1724)"
"128","Første akt",1,"Barselsstuen Komedie",30,"Scene 7",7,"Corfitz",NA,"Ak, jeg ulyksalige mand! Skal dette vare længe, må jeg lade sætte bækken for kirkedøren. Således går det til i dag, således gik i går, således i overgår.",NA,"Barselsstuen",4,"(1724)"
"129","Første akt",1,"Barselsstuen Komedie",31,"Scene 7",7,"En anden pige",NA,"Jeg skulle have 12 skilling til drikkepenge for en pige som bragte mutter en skål byggrynsgrød med korender i fra Else David Skolemesters.",NA,"Barselsstuen",4,"(1724)"
"130","Første akt",1,"Barselsstuen Komedie",32,"Scene 7",7,"Corfitz",NA,"Er du gal? Jeg kan jo lave grød til 4 a 6 mennesker for 8 skilling.",NA,"Barselsstuen",4,"(1724)"
"131","Første akt",1,"Barselsstuen Komedie",33,"Scene 7",7,"Pigen",NA,"Det må ikke hjælpe, fatter. Hun giver altid vore piger 12 skilling i drikkepenge for det ringeste vi skikker hende.",NA,"Barselsstuen",4,"(1724)"
"132","Første akt",1,"Barselsstuen Komedie",34,"Scene 7",7,"Corfitz",NA,"Det bekender jeg, det er de forbandede moder som sigter ikke til andet end at ødelægge folk.",NA,"Barselsstuen",4,"(1724)"
"133","Første akt",1,"Barselsstuen Komedie",35,"Scene 7",7,"Pigen",NA,"Ak, fatter, vær snar! Mutter bad pigen bie så længe.",NA,"Barselsstuen",4,"(1724)"
"134","Første akt",1,"Barselsstuen Komedie",36,"Scene 7",7,"Corfitz",NA,"Se, der har du dem. Jeg tror både grøden og skålen er ej mere værd.",NA,"Barselsstuen",4,"(1724)"
"135","Første akt",1,"Barselsstuen Komedie",37,"Scene 7",7,"Corfitz",NA,"Ak, må man ikke blive gal i hovedet over de forbandede moder? Jeg ville dog med tålmodighed skikke mig i alt dette dersom jeg var forsikret om at jeg var ...",NA,"Barselsstuen",4,"(1724)"
"136","Første akt",1,"Barselsstuen Komedie",38,"Scene 7",7,"Corfitz",NA,NA,"(Går og spadserer 3 gange frem og tilbage og synger sagte ved sig selv, kalder på Troels)","Barselsstuen",2,"(1724)"
"137","Første akt",1,"Barselsstuen Komedie",39,"Scene 7",7,"Troels",NA,"Ja, husbond.",NA,"Barselsstuen",4,"(1724)"
"138","Første akt",1,"Barselsstuen Komedie",40,"Scene 7",7,"Corfitz",NA,"Sagde du ikke at det var 14 dage før jul at du så den karl her i huset?",NA,"Barselsstuen",4,"(1724)"
"139","Første akt",1,"Barselsstuen Komedie",41,"Scene 7",7,"Troels",NA,"Ja, husbond, og nu skriver vi den 8. oktober.",NA,"Barselsstuen",4,"(1724)"
"140","Første akt",1,"Barselsstuen Komedie",42,"Scene 7",7,"Corfitz",NA,"Hold din mund, din slyngel! Det har jeg hørt en gang tilforn.",NA,"Barselsstuen",4,"(1724)"
"141","Første akt",1,"Barselsstuen Komedie",43,"Scene 7",7,"Troels",NA,"Ak, husbond, jeg tør sværge på at man gør den gode karl uret, og at det er kuns forbandede folks snak og påfund som siger at barnet ser ham ligt.",NA,"Barselsstuen",4,"(1724)"
"142","Første akt",1,"Barselsstuen Komedie",44,"Scene 7",7,"Corfitz",NA,"Vil dit bæst holde din mund!",NA,"Barselsstuen",4,"(1724)"
"143","Første akt",1,"Barselsstuen Komedie",45,"Scene 7",7,"Corfitz",NA,NA,"(Han trækker ham ud i håret)","Barselsstuen",2,"(1724)"
"144","Første akt",1,"Barselsstuen Komedie",46,"Scene 7",7,"Corfitz",NA,"Ak, jeg elendige menneske! Spot og skade følges ad. Men over hvem kan jeg klage uden mig selv? Jeg har læst i en komedie at når en ung kone ta’r en gammel mand, da, omendskønt det ej indføres i kontrakten, så forstås dog derunder at han skal gøre hende den villighed at dø inden et år, og når han det ikke gør, er hun ikke forpligtet at holde kontrakten i andre punkter.",NA,"Barselsstuen",4,"(1724)"
"145","Anden akt",2,"Barselsstuen Komedie",1,"Scene 1",1,NA,NA,NA,"Barselsseng præsenteres","Barselsstuen",1,"(1724)"
"146","Anden akt",2,"Barselsstuen Komedie",2,"Scene 1",1,NA,NA,NA,"Manden, barselskvinden","Barselsstuen",1,"(1724)"
"147","Anden akt",2,"Barselsstuen Komedie",3,"Scene 1",1,"Barselskvinden",NA,"Min hjerte mand, jeg synes du har aldrig været i sådant ondt humør som du nu er da du burde glæde dig ved at se dit hus formeret med en livsarving.",NA,"Barselsstuen",4,"(1724)"
"148","Anden akt",2,"Barselsstuen Komedie",4,"Scene 1",1,"Corfitz",NA,"De bekostninger står mig for hovedet; thi der vil ikke behøves mange slige barselsstuer til at føre en ærlig mand til hospitalet. Tilmed er der noget andet som står mig også for hovedet. Gid det var en falsk mistanke!",NA,"Barselsstuen",4,"(1724)"
"149","Anden akt",2,"Barselsstuen Komedie",5,"Scene 1",1,"Ammen","(kommer frem med barnet)",NA,NA,"Barselsstuen",3,"(1724)"
"150","Anden akt",2,"Barselsstuen Komedie",6,"Scene 1",1,"Ammen",NA,"Vil du til din papa? Kom, papa, kys barnet!",NA,"Barselsstuen",4,"(1724)"
"151","Anden akt",2,"Barselsstuen Komedie",7,"Scene 1",1,"Corfitz",NA,"Ej, gak din gang, jeg kysser aldrig børn.",NA,"Barselsstuen",4,"(1724)"
"152","Anden akt",2,"Barselsstuen Komedie",8,"Scene 1",1,"Ammen",NA,"Nej, se engang hvor ligt det er sin far! Det er min tro ligesom to dråber. Papa, jeg og min amme beder om en mark at købe en ringlestok med bjælder på som vi kan fordrive tiden med.",NA,"Barselsstuen",4,"(1724)"
"153","Anden akt",2,"Barselsstuen Komedie",9,"Scene 1",1,"Corfitz",NA,"Ej, gak din gang med barnet bag sengen igen, nu har jeg noget at tale med min kone.",NA,"Barselsstuen",4,"(1724)"
"154","Anden akt",2,"Barselsstuen Komedie",10,"Scene 1",1,"Barselskvinden",NA,"Men hvad er det, min hjerte mand, som ligger dig på hjertet?",NA,"Barselsstuen",4,"(1724)"
"155","Anden akt",2,"Barselsstuen Komedie",11,"Scene 1",1,"Corfitz",NA,"Lad ammen gå ud først et øjeblik.",NA,"Barselsstuen",4,"(1724)"
"156","Anden akt",2,"Barselsstuen Komedie",12,"Scene 1",1,"Barselskvinden",NA,"Gak ud et øjeblik, Marthe, til vi kalder på dig.",NA,"Barselsstuen",4,"(1724)"
"157","Anden akt",2,"Barselsstuen Komedie",13,"Scene 1",1,NA,NA,NA,"(Hun går ud med barnet og synger)","Barselsstuen",1,"(1724)"
"158","Anden akt",2,"Barselsstuen Komedie",14,"Scene 1",1,"Corfitz",NA,"Hør, min hjerte kone, jeg har haft stor forlængsel i disse dage at tale med dig alene, men har ej fundet ringeste lejlighed dertil formedelst visitter, støjen og alarm. Nu håber jeg vi bliver en halv time alene, og jeg imidlertid kan sige dig årsagen hvi mit sind er så forandret. Men banker det ikke? Nu er fanden løs igen. Hvor skal jeg komme ud? Denne stue er gal deri at her er kuns én dør.",NA,"Barselsstuen",4,"(1724)"
"159","Anden akt",2,"Barselsstuen Komedie",15,"Scene 1",1,"Barselskvinden",NA,"Min hjerte, I kan blive inde.",NA,"Barselsstuen",4,"(1724)"
"160","Anden akt",2,"Barselsstuen Komedie",16,"Scene 1",1,"Corfitz",NA,"Ikke om man gav mig 20 rigsdaler; thi får de fat på mig, så går de aldrig igen, og så skal de trakteres, men når jeg ikke var til stede, kunne du skylde på min fraværelse og sige at jeg havde af vanvare taget nøglerne med mig til skab og kælder.",NA,"Barselsstuen",4,"(1724)"
"161","Anden akt",2,"Barselsstuen Komedie",17,"Scene 1",1,"Barselskvinden",NA,"Går du ud, så møder du dem lige i gangen. Løb bag skærmbrættet i en hast.",NA,"Barselsstuen",4,"(1724)"
"162","Anden akt",2,"Barselsstuen Komedie",18,"Scene 1",1,"Corfitz",NA,"Der står jeg ikke sikkert, dér er jo vuggen, de vil hen og se barnet. Ak, jeg elendige menneske! Jeg må krybe under sengen.",NA,"Barselsstuen",4,"(1724)"
"163","Anden akt",2,"Barselsstuen Komedie",19,"Scene 1",1,"Barselskvinden",NA,"Det ville blive et slet leje, mit hjerte.",NA,"Barselsstuen",4,"(1724)"
"164","Anden akt",2,"Barselsstuen Komedie",20,"Scene 1",1,"Corfitz",NA,"Det må ikke hjælpe. Af to onde vilkår ...",NA,"Barselsstuen",4,"(1724)"
"165","Anden akt",2,"Barselsstuen Komedie",21,"Scene 1",1,"Corfitz",NA,NA,"(Han kryber under sengen)","Barselsstuen",2,"(1724)"
"166","Anden akt",2,"Barselsstuen Komedie",22,"Scene 1",1,"En pige","(med en tallerken)",NA,NA,"Barselsstuen",3,"(1724)"
"167","Anden akt",2,"Barselsstuen Komedie",23,"Scene 1",1,"En pige",NA,"Jeg skulle hilse mardamen flittigt fra vor mardame. Her er en vin-kandél hun bad mardamen ikke ville forsmå, ikke fordi hun jo vel ved at De kan lave den bedre til hos Dem selv, men man ved at fremmed mad smager altid bedst.",NA,"Barselsstuen",4,"(1724)"
"168","Anden akt",2,"Barselsstuen Komedie",24,"Scene 1",1,"Barselskvinden",NA,"Se der, mit barn, har I 12 skilling for jeres umage. Havde min mand været hjemme, skulle I have fået mere.",NA,"Barselsstuen",4,"(1724)"
"169","Anden akt",2,"Barselsstuen Komedie",25,"Scene 1",1,NA,NA,NA,"(Pigen går bort, og manden rækker hovedet frem, siger:)","Barselsstuen",1,"(1724)"
"170","Anden akt",2,"Barselsstuen Komedie",26,"Scene 1",1,"",NA,"Hun skulle have fået 12 ulykker, havde jeg været til stede. Men se, der har vi atter visitter på halsen.",NA,"Barselsstuen",4,"(1724)"
"171","Anden akt",2,"Barselsstuen Komedie",27,"Scene 1",1,"",NA,NA,"(Kryber under sengen igen)","Barselsstuen",2,"(1724)"
"172","Anden akt",2,"Barselsstuen Komedie",1,"Scene 2",2,NA,NA,NA,"To damer, barselskvinden","Barselsstuen",1,"(1724)"
"173","Anden akt",2,"Barselsstuen Komedie",2,"Scene 2",2,"1. dame",NA,"Jeg gratulerer, madame!",NA,"Barselsstuen",4,"(1724)"
"174","Anden akt",2,"Barselsstuen Komedie",3,"Scene 2",2,"2. madame",NA,"Jeg ligeså, og takker for hun har gjort os den ære og ladet os det vide.",NA,"Barselsstuen",4,"(1724)"
"175","Anden akt",2,"Barselsstuen Komedie",4,"Scene 2",2,"Barselskvinden",NA,"Det var ikke mere end min skyldighed.",NA,"Barselsstuen",4,"(1724)"
"176","Anden akt",2,"Barselsstuen Komedie",5,"Scene 2",2,"1. madame",NA,"Ak, min hjerte madame, jeg har haft en stor ulykke i disse dage.",NA,"Barselsstuen",4,"(1724)"
"177","Anden akt",2,"Barselsstuen Komedie",6,"Scene 2",2,"Barselskvinden",NA,"Hvorledes da?",NA,"Barselsstuen",4,"(1724)"
"178","Anden akt",2,"Barselsstuen Komedie",7,"Scene 2",2,"1. dame",NA,"Min lille Jolie er kommet bort for mig. Jeg kan sværge på at jeg har derover i tre nætter ikke fået søvn på mine øjne af sorg. Det var et allerkæreste bæst, thi foruden det var kønt, havde det óg forstand som et menneske. Den hund elskede mig så højt.",NA,"Barselsstuen",4,"(1724)"
"179","Anden akt",2,"Barselsstuen Komedie",8,"Scene 2",2,"Barselskvinden",NA,"Ej, madame, lad ingen kristen sjæl se at I græder for en hund.",NA,"Barselsstuen",4,"(1724)"
"180","Anden akt",2,"Barselsstuen Komedie",9,"Scene 2",2,"1. dame",NA,"Ja, madame, hun skulle ikke kunne tro hvilken art der var i den hund. Den kunne aldrig ligge fornøjet noget sted uden den lå i mit skød.",NA,"Barselsstuen",4,"(1724)"
"181","Anden akt",2,"Barselsstuen Komedie",10,"Scene 2",2,"Barselskvinden",NA,"Mig synes at det var en meget ond art. Om jeg havde nogen hund, skulle den få lov at gå på gulvet, thi jeg kan for min død ikke lide de kælne hunde som ikke kan gå på gulvet men idelig står og skraber på et forklæde.",NA,"Barselsstuen",4,"(1724)"
"182","Anden akt",2,"Barselsstuen Komedie",11,"Scene 2",2,"1. dame",NA,"Det er synderligt, madame, at hun ikke elsker hunde.",NA,"Barselsstuen",4,"(1724)"
"183","Anden akt",2,"Barselsstuen Komedie",12,"Scene 2",2,"Barselskvinden",NA,"Jeg elsker en hund som en hund bør at elskes.",NA,"Barselsstuen",4,"(1724)"
"184","Anden akt",2,"Barselsstuen Komedie",13,"Scene 2",2,"1. dame",NA,"Søster, hvordan lever hendes Fidelle?",NA,"Barselsstuen",4,"(1724)"
"185","Anden akt",2,"Barselsstuen Komedie",14,"Scene 2",2,"2. dame",NA,"Vel nok. Der ser søster et stykke af hende.",NA,"Barselsstuen",4,"(1724)"
"186","Anden akt",2,"Barselsstuen Komedie",15,"Scene 2",2,"1. dame",NA,"Ej, hun har min tro Fidelle i sin muffe. Delle, Delle, Delle, kom hid til mig, min allerkæreste søde hund! Kom hid til mig, Delle, Delle, Delle, kom hid, lad mig kysse dig!",NA,"Barselsstuen",4,"(1724)"
